height_cm,positions,skill_moves(1-5),crossing,finishing,short_passing,dribbling,freekick_accuracy,long_passing,ball_control,acceleration,agility,shot_power,stamina,long_shots,interceptions,vision,marking,standing_tackle
175.26,"LM,CM,LW",4,78,78,74,79,57,63,76,89,83,68,68,68,28,76,35,42
185.42,"CM,CDM",3,68,65,76,75,69,76,75,66,72,85,87,78,78,70,77,77
154.94,CB,2,55,30,70,49,31,66,60,40,45,69,34,54,77,39,78,77
182.88,CM,3,70,66,80,78,64,76,78,67,74,80,79,76,72,74,71,74
195.58,CB,2,29,29,68,64,40,59,66,54,53,68,71,50,75,50,77,78
193.04,CB,2,51,39,74,40,42,61,67,43,47,56,61,42,77,49,70,80
193.04,GK,1,18,15,30,17,21,20,20,42,60,19,34,18,18,55,14,19
190.5,GK,1,16,16,32,19,17,30,33,37,36,38,30,18,13,45,12,13
154.94,LB,3,76,56,70,70,55,68,74,78,76,78,82,77,69,48,76,78
175.26,ST,4,63,78,71,77,67,61,76,82,82,75,81,72,39,72,46,33
187.96,ST,3,64,79,68,73,35,44,77,68,64,77,74,67,30,72,48,37
187.96,"RB,RWB",3,73,32,71,73,37,62,74,76,66,68,78,35,78,57,74,80
154.94,"CM,CDM",3,72,61,80,75,46,79,76,68,73,69,84,65,73,76,74,78
182.88,"RWB,RB,RM",3,77,44,75,66,51,63,73,71,66,61,78,53,78,56,69,77
182.88,ST,3,63,84,62,74,57,45,71,84,79,81,78,65,18,56,32,18
193.04,CB,2,37,30,64,43,34,59,60,64,46,50,69,31,78,40,76,79
154.94,RB,2,81,52,74,73,46,73,74,74,69,72,79,68,76,73,77,77
182.88,LB,3,75,50,76,78,64,52,72,90,76,75,75,56,69,47,72,76
190.5,CB,2,35,35,79,38,35,60,70,41,32,48,71,27,75,54,65,81
154.94,"RB,RWB",2,72,42,73,65,34,64,69,74,66,60,77,41,75,60,77,81
152.4,"CM,CAM",4,75,70,78,77,70,74,78,59,68,86,77,80,69,77,78,70
175.26,"CM,CDM",3,72,68,80,78,61,76,81,68,74,74,73,70,76,75,73,74
152.4,LB,3,78,41,70,67,33,69,74,75,70,61,85,54,74,62,70,76
185.42,"CDM,CM",3,68,54,74,70,68,72,74,67,70,76,73,70,74,70,72,78
187.96,CB,2,49,45,77,67,36,68,74,63,68,49,66,47,79,52,78,76
182.88,"LM,LW,ST",3,71,73,72,71,49,64,74,77,73,85,86,72,49,72,37,24
152.4,ST,3,46,73,70,74,69,63,73,87,70,75,51,68,29,70,32,39
154.94,"CF,LW",4,65,74,70,81,51,67,78,78,84,74,82,72,38,72,28,42
190.5,CB,2,33,48,66,59,32,56,62,64,64,67,55,44,77,41,76,76
187.96,"CM,CDM,CB",3,64,62,79,72,70,78,79,42,54,80,72,69,78,75,47,75
195.58,GK,1,14,12,35,15,13,39,19,29,32,22,25,15,20,53,20,13
172.72,"CM,CDM",3,76,66,79,76,73,76,77,70,80,75,69,73,75,78,74,65
182.88,"CAM,CM,RW",4,80,69,68,79,48,65,75,86,78,77,68,72,32,74,49,45
172.72,"CAM,LM,RW",3,69,73,75,80,84,69,79,76,79,76,63,81,27,73,46,48
175.26,"ST,RW,LW,CF",3,68,78,74,76,69,65,75,88,79,76,71,67,23,70,34,37
154.94,ST,3,55,80,68,65,54,60,78,64,76,76,74,72,43,45,33,30
200.66,GK,1,15,12,18,11,13,16,15,30,26,25,31,19,23,42,13,17
190.5,CB,2,23,26,68,39,40,58,65,47,48,27,65,29,76,44,76,78
185.42,ST,3,56,74,67,71,46,58,75,65,68,80,67,68,47,65,12,47
175.26,"LB,LM",3,78,43,75,78,71,66,80,83,75,80,74,77,76,45,75,70
152.4,"CM,RM,RB",4,77,60,76,77,76,74,77,74,77,75,88,69,74,72,67,74
190.5,ST,2,58,75,64,65,64,48,74,59,66,78,66,69,29,68,28,25
152.4,"RW,RM",3,76,70,68,80,61,64,77,93,90,79,75,72,26,70,53,29
170.18,LB,3,84,63,78,75,81,74,80,66,66,84,59,71,77,73,75,77
152.4,"CM,CDM",3,71,60,77,74,67,79,76,42,62,74,78,68,73,78,71,74
193.04,CB,2,33,38,64,52,54,67,62,61,52,74,75,44,75,54,73,75
152.4,"CM,CDM",3,74,69,81,69,68,77,76,60,79,71,75,71,65,77,76,61
182.88,"LW,ST",3,65,68,70,81,66,57,80,85,82,86,64,73,30,72,30,24
187.96,"LB,RB",3,76,46,76,75,43,69,75,67,66,74,74,68,76,64,75,77
193.04,CB,2,41,46,66,38,46,61,61,61,48,73,79,57,76,34,78,77
175.26,CAM,4,68,55,73,84,72,69,82,78,86,64,72,57,29,78,52,43
182.88,"RM,CM,LM",3,82,71,74,76,82,72,80,61,72,81,73,77,46,79,42,56
187.96,CB,2,32,26,41,39,34,37,49,66,43,49,54,22,76,33,75,78
187.96,"CM,CDM",4,68,66,78,77,59,74,79,60,69,77,78,75,72,74,61,72
154.94,"LW,RM",4,74,72,76,78,61,62,79,77,78,76,77,72,30,72,68,30
182.88,"CDM,CM",3,52,38,77,71,62,70,74,64,61,69,76,61,80,67,75,75
187.96,"CDM,CM",2,69,61,82,73,64,74,72,68,63,73,78,59,75,65,74,77
157.48,"CAM,CM",4,74,72,74,77,70,72,76,84,83,69,73,70,45,77,48,58
187.96,ST,2,56,79,62,66,43,46,73,58,62,83,55,71,47,61,20,37
182.88,LM,4,77,65,72,83,54,66,78,79,83,75,72,66,56,72,57,57
187.96,"CB,RB,LB",2,61,41,67,45,48,75,55,52,38,71,68,45,72,44,79,75
182.88,"CAM,CF,ST",4,69,75,77,75,57,69,75,75,73,75,75,73,42,75,30,44
154.94,"CAM,CF",4,76,60,79,80,82,71,82,68,74,81,65,78,30,76,32,32
152.4,"CDM,CM",3,62,55,78,64,68,74,74,69,74,82,73,62,76,73,69,76
175.26,CB,2,58,36,73,56,50,70,65,69,65,62,79,41,75,55,76,74
193.04,ST,3,44,79,73,67,40,49,80,29,33,79,34,64,25,70,34,25
175.26,RB,3,77,58,74,78,48,68,75,76,78,70,77,65,75,72,74,78
182.88,ST,3,52,80,68,69,47,42,76,77,78,74,69,41,21,59,31,16
193.04,CB,2,54,44,73,51,50,43,63,41,32,46,57,45,66,42,82,74
154.94,"CDM,CM",3,58,67,78,65,71,76,69,64,60,61,68,68,80,75,70,78
172.72,"CAM,CM,ST",4,67,70,78,78,72,72,74,74,78,73,72,71,43,76,55,44
172.72,RM,4,75,71,73,83,71,64,80,75,90,73,72,70,52,74,58,40
154.94,LW,4,73,70,75,81,38,65,77,86,86,70,81,73,35,72,67,65
182.88,"RB,CB",2,70,50,73,64,34,73,66,63,67,60,81,41,80,56,76,80
175.26,"ST,LM,RM",4,68,77,75,79,69,65,76,82,83,80,59,75,38,77,46,44
152.4,"CM,RM,LM",4,77,71,78,78,64,78,79,72,75,75,55,75,61,79,69,63
187.96,ST,3,67,77,68,70,64,59,73,65,63,78,72,69,35,68,25,42
187.96,"CB,CDM",2,56,30,66,58,49,76,62,49,51,60,61,42,75,36,82,77
175.26,"CM,RM",4,68,68,77,76,62,73,76,79,76,75,80,74,71,76,59,70
154.94,ST,3,50,79,68,72,54,58,70,85,86,75,74,70,14,55,40,20
185.42,"CDM,CM",3,68,54,78,73,60,74,79,63,67,76,75,74,75,75,76,74
182.88,ST,4,70,75,73,77,69,60,76,76,78,76,79,72,40,69,36,52
182.88,"CB,RB,LB",2,67,51,68,60,30,60,66,71,67,65,69,39,75,39,74,76
152.4,"CAM,LW",4,74,74,74,77,70,69,75,76,77,76,79,75,51,77,60,54
187.96,GK,1,17,13,35,14,12,40,18,58,57,22,43,12,26,41,22,14
182.88,"CDM,CM",2,58,49,76,70,58,74,71,62,65,65,85,57,75,68,75,75
185.42,"RB,CB",3,74,30,73,72,33,67,73,78,69,57,69,52,76,60,73,78
187.96,CB,2,47,23,71,58,32,70,63,53,51,49,68,56,73,58,74,80
172.72,"RB,RM",3,74,43,79,76,70,74,75,84,77,71,81,62,70,69,72,77
165.1,"RM,LM",3,75,65,73,81,55,61,78,83,87,64,76,57,52,73,56,50
152.4,"LWB,LB,LM,CDM",3,86,54,75,78,63,71,78,79,73,78,75,68,70,77,71,73
182.88,"CB,CDM",2,39,23,72,52,24,73,67,61,55,45,67,31,77,47,74,76
190.5,"ST,CF",3,65,74,72,80,68,62,78,68,59,77,75,67,29,72,30,39
182.88,RB,3,77,40,70,72,55,65,72,77,68,70,90,45,77,62,75,74
185.42,"CM,CDM",3,70,63,79,69,61,76,73,62,66,67,86,69,78,74,67,75
187.96,"RM,RW,CM,CAM",4,69,77,74,78,56,69,80,75,72,73,70,78,47,78,49,40
154.94,"LB,RB,RWB",3,74,43,74,76,66,63,74,77,72,72,76,68,74,69,74,78
182.88,"CDM,CM",3,64,58,77,72,67,73,75,55,66,81,76,72,76,74,73,75
175.26,"RB,RWB,RM",3,78,55,77,81,55,54,78,77,82,56,77,65,74,69,72,78
175.26,"CM,CAM",4,69,72,78,83,51,73,79,78,90,67,78,68,57,76,61,64
175.26,"CDM,CM",3,65,43,75,75,61,70,79,66,76,56,86,42,80,72,68,74
175.26,"CAM,RM",4,70,67,75,78,60,70,77,80,72,75,70,71,50,73,56,50
175.26,CDM,3,53,44,79,70,44,70,72,64,74,70,85,48,76,56,76,75
190.5,"CDM,CM",3,60,71,78,79,51,74,78,59,68,75,75,64,71,77,69,74
187.96,CB,2,57,31,66,47,36,52,56,57,53,48,72,42,73,32,75,78
185.42,CB,2,49,36,73,25,65,56,73,50,54,72,50,41,72,46,74,79
193.04,ST,3,49,80,72,69,42,48,75,45,63,82,65,64,41,65,31,41
182.88,"CM,CDM",3,64,48,80,76,37,76,80,68,78,66,78,56,74,78,73,74
187.96,GK,1,19,11,29,18,19,26,23,51,48,23,31,15,17,32,18,12
152.4,RM,3,76,73,77,78,70,71,79,75,78,70,71,73,39,74,38,41
175.26,"CAM,CM,LM",3,74,67,78,77,63,78,76,74,77,69,79,71,35,79,38,29
175.26,CM,3,60,64,78,74,36,74,76,76,76,70,79,64,76,76,72,74
193.04,CB,2,43,34,66,49,40,66,54,51,49,65,62,30,81,47,74,81
187.96,"CDM,CM",3,63,49,77,65,32,75,76,65,61,73,73,62,74,70,73,74
182.88,"CAM,CM,RM",4,77,71,76,78,76,70,77,70,76,78,80,75,40,76,38,54
185.42,"LWB,LB,LM",2,81,50,75,72,70,74,74,65,65,75,77,64,72,60,75,78
182.88,"CM,LM,CAM",3,49,67,80,71,48,83,74,69,68,77,70,77,68,78,70,68
172.72,"CAM,LM,RM,RW",4,69,75,75,81,42,63,75,88,84,72,83,73,57,69,65,33
182.88,GK,1,13,14,39,18,14,35,35,53,63,23,36,19,28,32,22,11
167.64,"CDM,CM",3,67,49,80,71,54,72,77,71,74,62,79,64,74,62,74,75
165.1,"CDM,CM",2,55,40,79,59,59,70,71,77,78,68,90,64,79,65,73,77
185.42,CB,2,29,16,74,35,22,33,71,66,44,39,67,17,79,30,62,77
185.42,"CM,CDM",3,44,72,77,70,36,78,73,49,53,63,55,71,77,80,60,80
152.4,"LB,LWB",3,72,48,73,71,52,65,74,78,76,67,78,59,74,65,73,76
182.88,ST,3,64,80,69,70,56,57,73,71,65,76,67,70,20,68,29,16
187.96,CB,2,31,39,58,48,27,43,56,65,60,48,78,37,79,33,75,76
182.88,"CM,CDM",3,62,60,76,78,42,72,76,76,74,79,76,78,71,70,65,72
187.96,CB,2,34,20,62,44,21,64,60,38,49,68,48,40,81,46,77,80
172.72,"CAM,CM",5,65,64,80,78,80,77,77,63,89,79,71,77,42,78,66,44
170.18,CAM,4,71,69,77,77,69,72,78,76,78,75,62,77,42,77,44,42
182.88,"LB,LWB",3,77,38,76,66,69,57,68,67,64,82,88,72,78,63,60,77
170.18,LB,3,78,59,74,76,40,64,79,85,84,80,81,74,70,58,67,73
170.18,"CM,CDM",3,66,55,80,70,70,74,80,69,74,79,68,73,80,78,71,71
182.88,ST,3,65,78,70,75,58,65,73,78,77,72,79,67,49,72,25,45
154.94,"CDM,CM",2,47,50,82,74,51,78,74,68,70,84,74,66,70,65,71,73
182.88,CB,2,71,34,64,67,43,59,71,74,67,50,75,42,79,55,75,76
175.26,"CDM,CM",3,58,54,74,67,41,69,68,69,64,61,89,54,75,64,75,79
187.96,"ST,LM",3,63,69,68,76,42,40,75,80,73,76,77,61,34,62,38,31
185.42,"LB,LWB",3,75,56,69,74,52,59,76,69,65,76,78,64,74,67,73,75
190.5,ST,3,34,75,64,70,36,57,74,57,66,75,71,72,34,59,43,29
154.94,"CM,CDM,CAM",3,61,73,78,72,57,72,75,67,71,71,67,74,64,79,40,73
182.88,CB,2,35,27,62,36,35,31,68,68,41,45,79,28,75,40,77,78
182.88,"RM,CAM",4,69,71,76,77,48,66,75,76,85,67,72,55,34,76,28,31
190.5,CB,2,40,38,71,59,66,72,60,54,50,86,63,65,70,58,72,76
185.42,GK,1,12,14,32,14,12,31,22,49,46,21,27,19,20,43,28,19
187.96,ST,2,59,77,68,65,46,60,76,50,50,80,73,71,42,70,42,38
154.94,"RB,RWB",3,70,55,74,68,52,64,74,69,68,57,75,43,75,65,60,78
175.26,LB,3,77,60,73,71,49,66,74,78,75,76,78,68,72,61,69,73
187.96,CDM,2,48,40,72,64,40,65,67,47,57,76,92,57,75,59,74,77
152.4,"CAM,LM,RM",3,70,60,75,77,40,74,75,77,87,75,79,70,46,71,58,49
175.26,CM,2,74,58,78,62,75,82,76,59,68,77,69,73,73,76,69,74
187.96,"CB,CDM",2,42,34,75,57,41,68,68,54,59,58,79,51,79,59,73,76
170.18,"LW,RW,CAM",4,70,73,72,82,56,66,74,91,88,81,68,69,38,64,40,35
182.88,"CF,ST,LW",3,67,74,74,80,56,69,78,79,74,73,78,73,55,68,39,57
182.88,LB,3,61,41,70,65,52,68,69,65,61,42,79,35,77,52,77,77
182.88,ST,3,56,78,68,73,42,36,68,81,73,78,76,61,16,66,37,34
175.26,"CAM,CM",4,73,71,75,77,55,76,77,66,82,66,61,70,52,77,23,33
187.96,GK,1,11,11,31,11,15,23,23,33,37,24,28,12,18,44,11,11
175.26,"CDM,CM",3,52,50,76,66,35,78,70,69,76,71,74,68,76,70,72,76
152.4,RM,3,69,74,74,78,69,66,76,81,79,75,73,71,50,73,43,41
182.88,"CDM,CM",2,47,41,74,64,35,70,70,67,68,56,86,40,76,47,74,78
172.72,"CM,CDM",3,69,60,76,76,50,69,75,86,88,76,88,74,74,70,69,74
172.72,"LM,RW",4,72,66,72,81,65,61,79,86,90,80,69,75,22,72,23,26
187.96,"CDM,CM",3,60,65,73,69,54,72,73,53,55,80,55,73,75,70,82,73
175.26,"RW,LW,LM",3,74,66,76,80,65,64,80,83,84,70,68,66,38,71,41,32
175.26,"RM,LM",4,73,72,73,81,71,59,78,79,83,74,74,72,39,69,43,37
152.4,"RWB,LB",3,75,50,76,69,66,74,76,67,74,70,76,66,72,74,75,75
175.26,LW,4,78,71,69,82,72,65,80,66,72,73,51,72,45,76,44,42
172.72,"CAM,CF",3,66,69,74,76,50,63,78,75,79,76,76,66,48,69,54,58
182.88,"ST,LW",3,54,77,64,69,52,48,75,71,72,75,79,64,34,63,39,20
185.42,"CDM,CM",4,45,49,80,75,68,78,77,60,60,75,80,65,68,76,71,70
182.88,RB,3,77,53,72,74,60,73,75,86,65,80,70,69,67,67,71,75
190.5,GK,1,13,18,32,22,17,38,13,36,49,38,29,16,21,56,15,12
152.4,"CAM,CM",4,67,64,75,74,67,73,75,80,74,75,75,74,53,75,50,52
187.96,"CDM,CM",3,61,55,74,67,57,74,74,65,63,77,62,59,77,65,71,79
182.88,"LM,CAM,RM",3,74,69,74,78,64,63,77,74,72,65,78,66,38,69,59,28
182.88,"CDM,CM",3,70,70,71,75,84,76,78,68,65,91,79,83,71,75,66,72
172.72,CM,3,63,65,76,73,66,75,74,74,87,71,87,69,59,80,76,63
175.26,CM,3,66,52,75,78,63,76,79,77,77,70,75,61,75,78,61,58
182.88,RB,3,74,34,71,68,29,63,70,80,76,66,77,60,75,63,78,72
175.26,"CM,CDM",3,76,58,80,71,78,79,77,66,70,74,64,74,70,77,73,66
170.18,"LM,ST",3,69,72,65,73,48,57,73,95,87,74,88,71,24,68,28,28
175.26,"RB,RM,LB,LM",3,77,59,76,67,80,68,69,74,78,68,82,69,73,76,74,72
154.94,"LWB,LM",3,72,55,71,67,62,69,72,84,79,53,84,51,74,66,74,73
182.88,"CB,CDM",2,46,51,73,62,68,75,68,52,67,76,73,72,78,66,72,74
152.4,RB,3,73,50,70,73,57,69,72,79,75,67,83,62,72,68,73,74
170.18,"CAM,CM",4,68,63,79,76,57,74,78,78,86,70,71,61,58,76,56,58
187.96,"CDM,CM",3,48,58,80,67,52,76,76,68,61,78,68,76,78,69,76,66
175.26,"CAM,CM,LM",4,65,65,77,80,75,73,77,76,75,70,79,70,63,75,49,49
154.94,ST,3,71,78,77,74,66,68,69,65,74,77,69,70,42,75,42,46
152.4,"ST,LM,RM",3,73,76,74,76,70,62,74,74,77,74,68,63,34,74,52,33
187.96,"LW,CF",4,70,80,76,79,66,60,81,66,69,76,63,70,24,78,50,24
182.88,"CB,RB",2,61,32,66,47,31,52,62,56,51,44,81,30,75,47,75,75
182.88,ST,3,60,75,62,73,37,36,73,82,79,73,71,57,24,56,12,17
182.88,CB,2,61,52,66,51,41,62,64,55,63,65,74,57,74,55,78,78
170.18,"LW,RW",4,69,70,68,82,58,54,78,91,85,77,69,76,25,72,47,32
167.64,"ST,RW,LW,CAM",4,75,85,75,80,63,56,83,79,72,68,60,72,29,77,38,35
154.94,"CAM,CDM,RM",3,64,78,79,73,59,78,75,59,44,70,85,75,67,72,47,64
193.04,GK,1,12,11,25,14,19,34,18,37,40,21,31,15,25,40,15,20
152.4,LW,5,68,68,72,82,78,70,80,74,83,77,72,79,52,74,29,42
170.18,"CAM,CM,RW",4,66,69,77,73,68,69,74,73,86,60,70,67,40,78,23,30
172.72,"RW,RM",4,75,68,73,75,70,66,76,84,77,78,70,67,30,71,29,35
182.88,"CM,CDM",3,64,56,78,78,56,79,80,73,76,74,70,67,67,75,62,68
190.5,GK,1,12,13,28,16,18,24,25,31,21,19,30,16,25,21,16,12
154.94,"LWB,LB,RB,RWB",3,71,36,68,74,31,61,69,89,70,30,79,31,70,56,71,70
154.94,"CM,RW,CAM",4,66,66,75,79,59,70,78,78,79,69,69,73,68,77,70,62
152.4,"CDM,CM",3,61,46,77,70,52,73,74,69,60,74,75,65,74,65,70,78
182.88,RM,3,70,72,71,75,84,68,75,81,76,85,77,80,45,72,46,45
175.26,"RB,CM",3,78,41,75,75,64,72,73,80,84,65,79,66,73,68,72,75
185.42,"CM,CDM,CAM,RM",3,56,56,76,74,55,67,75,65,68,73,83,67,75,74,75,76
182.88,RB,3,76,59,74,78,69,69,74,85,72,69,86,68,68,69,63,74
175.26,"RM,RW",4,75,69,70,76,71,61,75,92,81,65,70,61,26,70,26,31
182.88,CB,3,43,40,72,64,46,69,72,63,60,61,66,36,77,46,75,73
152.4,CM,3,73,50,79,71,50,74,74,77,73,83,80,78,79,67,73,79
154.94,CM,3,68,55,77,76,64,75,77,74,74,78,79,77,75,69,76,78
175.26,CM,3,62,66,80,69,70,77,74,65,70,75,71,73,70,73,64,74
170.18,"CM,CAM,CDM",3,64,68,75,75,50,69,73,70,86,66,78,72,75,75,65,74
182.88,"CB,LB",2,68,49,74,62,40,69,67,74,74,50,79,40,74,63,72,77
182.88,"CM,CAM",4,71,64,76,78,69,74,75,75,76,74,82,76,62,78,67,62
187.96,"RM,RB",3,77,55,75,77,30,70,76,76,64,72,86,58,65,67,73,77
187.96,ST,3,54,79,64,71,44,48,68,68,67,81,77,72,35,59,27,35
152.4,"CDM,CM",3,70,59,77,72,72,78,75,48,72,77,68,77,75,76,79,73
175.26,CDM,3,52,47,71,70,40,68,72,73,70,63,90,44,74,64,73,75
190.5,ST,3,47,78,64,68,42,41,73,71,65,75,66,64,22,61,35,23
175.26,LB,2,84,55,73,75,78,77,74,77,74,83,83,80,68,69,65,78
182.88,RB,3,74,46,72,77,25,68,72,87,68,65,91,62,68,65,66,75
170.18,"CM,LM,CDM",3,71,74,77,75,79,72,76,74,82,63,79,71,69,73,57,72
182.88,"CDM,CB",3,45,39,76,65,32,73,68,69,63,75,77,62,76,65,74,76
182.88,"LB,LWB",3,76,38,69,72,68,59,68,73,67,70,85,49,72,51,69,75
172.72,"CDM,CM",3,67,51,74,72,50,74,75,83,90,78,85,77,74,72,70,75
172.72,"LM,LW",4,72,66,68,81,64,66,78,91,84,76,54,68,25,72,19,38
182.88,CB,2,59,42,61,46,27,65,56,66,54,43,66,35,79,44,71,77
190.5,ST,3,51,75,68,66,46,54,74,51,62,78,63,72,23,65,55,32
172.72,"CAM,CM",3,71,64,73,79,75,72,75,78,91,73,72,65,44,78,50,43
190.5,"CB,RB",2,70,38,68,58,35,64,67,46,56,61,61,38,72,39,75,77
175.26,"LM,RM",4,66,65,74,79,47,64,78,90,89,75,72,71,66,72,50,60
175.26,RB,2,77,25,78,55,41,55,68,69,63,48,65,40,76,34,71,78
190.5,ST,2,33,80,63,60,32,38,74,66,44,79,70,58,19,58,30,25
175.26,"LW,RW",4,74,65,69,81,57,66,77,87,88,73,71,67,23,68,37,35
187.96,CB,2,30,40,59,38,29,58,60,32,42,52,56,32,77,48,77,76
195.58,CB,2,37,67,64,49,50,55,69,32,33,68,66,58,65,34,72,77
152.4,"CM,CDM",3,68,63,82,67,68,77,77,59,59,68,72,67,66,78,66,68
175.26,"LM,CM,CAM",4,72,71,72,80,71,70,79,85,88,70,74,76,24,65,54,31
170.18,"CDM,CM",3,69,47,75,75,55,77,73,73,80,61,69,55,76,76,78,75
154.94,GK,1,13,13,53,25,13,33,39,60,64,24,35,13,25,66,14,16
185.42,CB,2,60,45,75,58,52,77,67,32,54,58,41,47,80,56,65,79
152.4,"LM,RM,CM",4,71,73,69,76,40,66,76,89,88,71,62,67,21,70,47,23
154.94,"RM,LM,RW",3,76,68,68,76,36,54,75,91,75,74,77,67,54,65,63,48
175.26,"CM,CDM",3,70,62,75,78,66,72,76,82,79,73,76,72,68,75,75,70
154.94,"LM,RM,RW",3,76,66,72,79,64,65,75,78,78,74,68,71,30,73,63,50
185.42,"CM,CDM",4,66,62,77,74,58,73,74,68,72,78,78,68,74,68,71,76
175.26,"CM,CDM",3,65,62,77,72,55,73,74,74,80,72,87,68,72,72,67,68
182.88,CB,2,57,44,70,48,32,58,68,40,55,45,63,15,74,40,72,75
187.96,"CB,RB",2,45,44,66,41,55,62,55,56,55,54,61,52,72,45,76,76
154.94,"RW,LW,ST",3,67,72,71,77,56,59,72,79,82,69,66,68,44,74,40,46
182.88,"CDM,CM",3,60,44,71,74,54,75,76,72,72,69,75,62,74,66,71,72
193.04,CB,2,40,43,70,55,31,60,62,37,57,45,70,39,72,49,77,75
170.18,"RB,CM",3,74,55,73,73,54,66,69,76,74,74,89,58,71,65,70,74
152.4,"CB,LB",2,70,48,67,57,44,64,67,57,65,67,68,49,74,58,69,75
175.26,CM,3,74,52,76,78,64,76,78,78,82,82,88,70,62,71,82,72
154.94,"LW,RW,RM",4,76,60,78,79,76,70,78,79,79,76,73,74,45,72,56,47
152.4,LM,4,66,74,72,76,62,47,74,91,90,76,85,66,44,66,46,33
175.26,"LWB,LB",2,76,48,74,62,59,69,74,79,71,68,77,61,74,55,62,76
193.04,"LM,ST",3,67,74,74,77,30,63,75,83,71,79,70,70,45,69,43,46
152.4,"ST,RM",3,64,77,71,74,45,63,75,76,78,78,70,67,26,71,25,48
165.1,"LM,RM",3,65,64,70,76,58,62,74,92,88,72,68,66,35,70,30,33
154.94,"CDM,RB",3,73,46,73,67,41,72,70,67,66,78,81,73,76,70,72,72
187.96,"CB,LB",2,64,21,64,54,65,61,59,63,62,73,73,63,73,42,73,74
152.4,LB,2,72,43,72,71,43,64,72,82,76,60,77,54,72,65,71,72
170.18,CAM,4,59,72,75,75,64,60,75,68,76,60,67,63,43,76,17,32
185.42,CB,2,41,31,65,56,39,67,61,65,64,52,61,38,75,54,70,74
190.5,CB,2,33,43,58,66,32,60,66,67,62,47,74,32,73,60,75,73
170.18,"RM,ST",4,66,68,73,81,49,65,78,79,90,65,60,67,21,76,37,18
182.88,CB,2,31,34,66,42,28,68,50,68,68,51,77,48,74,35,72,71
190.5,GK,1,18,13,24,18,12,20,19,27,38,15,20,13,12,48,13,14
190.5,GK,1,18,18,29,20,17,13,23,55,43,25,31,13,22,53,18,18
152.4,"LM,RM",3,67,71,72,76,62,66,74,78,79,75,69,71,37,70,56,40
152.4,"RW,RM",4,74,65,71,74,69,65,74,89,88,68,81,64,52,69,58,56
175.26,"ST,RW",3,69,73,72,73,68,61,75,69,79,82,58,64,43,64,25,45
152.4,CB,2,37,24,62,44,27,64,53,66,64,35,64,22,76,43,81,75
182.88,CB,2,49,24,67,35,18,63,59,58,62,57,74,32,75,45,74,75
175.26,CM,3,68,65,76,77,56,68,77,84,85,77,65,69,74,72,68,75
187.96,"ST,LM",4,62,76,64,75,58,52,73,87,75,77,70,59,21,66,25,24
154.94,"RM,LM",3,71,70,71,80,69,64,74,86,88,70,65,67,23,68,30,27
195.58,GK,1,23,13,29,16,14,26,14,36,40,24,32,12,21,45,18,11
170.18,"LB,RB",3,72,46,72,65,36,63,68,89,89,51,78,53,74,59,71,75
175.26,"CM,CDM",3,63,61,77,70,42,76,70,60,61,56,81,69,71,72,62,70
187.96,ST,3,52,80,72,67,56,65,72,62,58,73,69,67,38,70,38,30
193.04,CB,2,25,36,45,45,18,45,49,32,32,70,33,22,78,25,76,76
185.42,CB,2,58,24,67,62,24,65,68,67,59,55,78,32,70,60,71,72
185.42,ST,3,32,78,64,70,33,54,74,69,71,70,66,64,20,58,20,15
154.94,CB,2,44,22,69,32,66,59,52,31,30,87,86,63,71,57,72,76
154.94,"LM,RM",3,74,68,70,76,68,64,76,81,75,72,71,73,38,70,42,38
182.88,CB,2,49,35,74,58,35,78,69,71,69,56,80,40,74,60,77,74
182.88,CB,3,67,37,66,71,50,70,66,68,68,52,75,56,71,55,73,77
182.88,CM,3,81,75,80,75,82,77,76,62,64,86,62,86,52,80,38,47
152.4,"LM,RM",4,64,68,76,74,64,68,74,76,82,74,84,70,58,74,67,63
190.5,GK,1,11,12,33,16,12,33,19,40,47,22,31,13,17,38,18,12
152.4,"CDM,CB",3,57,64,71,64,67,73,71,66,68,75,84,66,71,65,69,74
185.42,CB,2,69,60,73,68,48,74,70,42,64,74,73,63,78,66,74,67
172.72,LB,3,74,38,72,70,41,64,71,80,71,61,78,53,75,65,71,75
170.18,"RW,RM,CAM",4,67,67,80,75,67,73,75,79,90,68,62,74,32,75,46,26
152.4,LM,4,70,67,72,78,66,62,76,73,78,64,74,63,30,67,31,35
187.96,CB,2,29,30,65,50,20,55,63,61,52,59,73,38,75,34,74,75
187.96,"CB,LB,RB",2,72,44,74,61,39,66,70,51,63,69,64,56,72,54,75,73
167.64,"RM,LM",3,75,59,73,76,59,72,71,89,90,71,69,57,45,66,44,39
185.42,"CM,CAM,ST",3,56,72,73,72,76,73,71,57,65,78,91,76,64,69,67,66
182.88,"CF,CAM,ST",4,78,70,78,80,74,77,78,61,74,82,68,78,30,77,29,33
152.4,"CDM,CM",2,77,59,77,59,80,78,76,69,76,72,84,71,69,74,61,75
190.5,CB,2,49,32,67,61,23,66,62,48,52,69,66,55,73,61,69,73
182.88,CM,3,75,66,78,74,82,76,75,74,71,66,85,61,60,79,45,47
182.88,"RM,RW",4,64,64,71,83,61,60,80,79,80,72,70,72,39,70,36,50
167.64,"RW,CAM,RM",3,67,72,71,76,67,68,77,82,87,70,79,72,43,71,38,46
187.96,ST,3,55,67,67,72,54,54,70,76,66,86,71,68,45,62,42,39
